CDU/CSU,SPD,AfD,B90,FDP,LINKE,Sonstige,BSW
340,182,175,131,36,33,66,37
323,165,164,145,45,48,68,42
329,171,169,138,48,31,74,40
335,180,170,141,38,36,61,39
313,192,174,132,46,41,63,39
311,187,166,152,51,27,66,40
339,172,183,150,36,27,53,40
335,167,179,138,42,42,62,35
324,161,181,164,38,36,58,38
336,192,167,138,38,40,57,32
331,183,164,136,53,34,57,42
325,177,181,127,51,44,58,37
354,172,167,145,44,35,51,32
347,179,169,141,31,43,56,34
329,185,179,148,30,37,61,31
319,173,178,142,42,50,54,42
337,163,181,144,46,36,52,41
312,196,172,141,46,39,59,35
346,190,173,135,37,34,44,41
332,157,168,159,40,56,56,32
321,188,187,124,48,48,47,37
316,183,181,146,40,46,52,36
334,166,179,146,45,46,54,30
319,179,160,160,55,44,62,21
331,171,177,146,38,30,70,37
339,182,171,137,49,34,58,30
325,180,191,150,38,30,58,28
298,175,182,143,57,39,62,44
335,189,154,154,40,42,51,35
339,170,176,147,45,38,57,28
304,177,196,141,51,32,57,42
314,173,176,165,47,32,64,29
346,177,170,145,48,31,52,31
310,176,185,145,45,37,57,45
335,175,169,142,41,40,47,51
313,193,196,138,29,36,62,33
300,201,168,155,39,37,53,47
327,194,198,133,43,27,46,32
334,188,167,156,33,32,47,43
324,184,191,148,22,41,48,42
312,181,191,134,40,34,73,35
320,180,172,148,37,49,56,38
336,179,164,143,37,29,64,48
330,165,183,149,44,36,66,27
335,187,168,148,54,34,51,23
336,205,170,127,39,37,54,32
331,177,198,142,40,29,53,30
350,157,180,135,51,39,54,34
332,205,168,128,32,43,52,40
299,181,187,158,42,33,62,38
332,188,171,136,37,47,57,32
307,187,186,155,46,39,46,34
335,195,167,136,30,42,58,37
338,192,169,133,49,33,53,33
316,186,175,136,37,42,64,44
326,173,179,146,46,36,62,32
318,181,190,147,31,31,58,44
326,181,178,131,52,32,69,31
361,182,190,116,32,41,46,32
355,172,177,137,32,35,48,44
346,188,148,148,41,40,60,29
334,182,167,139,46,41,47,44
304,181,179,143,44,43,72,34
329,160,163,141,52,44,64,47
320,165,211,122,45,48,53,36
337,180,163,147,45,39,48,41
322,182,172,147,40,44,53,40
347,174,180,146,45,27,42,39
343,167,169,135,39,37,73,37
345,182,178,125,52,32,56,30
326,160,188,148,41,37,58,42
342,176,171,146,28,38,58,41
348,170,160,138,43,42,57,42
339,191,159,139,36,27,65,44
313,176,198,150,41,32,57,33
348,190,157,129,41,40,61,34
332,184,157,150,37,38,59,43
328,168,171,141,55,40,59,38
315,172,183,139,43,46,65,37
342,187,162,138,38,38,59,36
359,180,167,120,41,44,57,32
289,180,190,158,52,36,56,39
305,205,172,139,40,44,60,35
313,183,152,162,42,47,63,38
324,190,170,137,42,29,58,50
315,169,167,146,48,43,66,46
322,169,193,130,53,36,66,31
339,171,180,143,45,43,43,36
329,175,169,150,45,30,57,45
332,169,186,144,37,36,58,38
327,183,190,126,44,41,59,30
328,183,174,132,37,45,64,37
311,185,180,137,49,41,58,39
338,165,174,141,48,42,58,34
331,163,183,152,35,38,48,50
336,180,186,122,43,48,52,33
318,186,181,127,58,41,58,31
312,178,180,126,43,52,61,48
324,188,190,136,37,38,57,30
333,195,180,129,43,36,45,39
331,177,193,133,30,30,75,31
327,170,178,136,48,36,59,46
334,175,165,145,46,38,61,36
343,172,164,161,37,34,49,40
335,166,171,135,34,57,60,42
318,166,173,141,50,38,70,44
317,170,186,155,32,54,48,38
342,187,185,140,28,34,56,28
309,168,185,137,60,39,63,39
347,174,186,136,40,28,56,33
339,165,171,152,30,47,58,38
344,185,151,157,39,36,55,33
331,179,182,123,39,59,54,33
325,200,178,121,39,38,56,43
355,175,165,139,39,31,57,39
292,184,198,146,39,30,64,47
312,196,176,166,40,25,50,35
342,182,176,151,30,42,46,31
341,170,188,143,33,28,60,37
324,200,171,153,37,31,43,41
339,178,187,125,35,35,64,37
309,169,194,152,46,40,51,39
312,170,182,150,49,36,59,42
299,184,166,152,44,28,77,50
326,188,185,145,33,31,52,40
335,192,176,133,31,29,66,38
324,191,178,154,29,36,52,36
332,191,185,119,36,51,56,30
335,166,187,138,42,36,55,41
332,153,169,167,43,32,59,45
302,202,177,138,37,44,64,36
303,183,188,159,36,31,72,28
317,178,175,153,44,40,59,34
325,164,171,167,44,40,44,45
342,165,178,163,43,29,44,36
303,171,182,156,53,34,64,37
336,187,182,133,33,48,40,41
321,183,170,154,38,35,56,43
332,173,179,139,44,41,60,32
337,178,176,138,42,33,50,46
343,183,189,134,41,33,40,37
334,182,169,142,39,47,58,29
324,158,192,141,48,42,56,39
336,183,162,141,49,34,52,43
326,159,182,152,49,33,57,42
307,188,203,130,39,27,62,44
343,162,165,157,39,45,52,37
328,178,197,129,48,28,56,36
338,191,170,158,43,33,46,21
348,170,172,130,38,44,56,42
329,159,175,153,48,35,61,40
315,174,198,130,49,42,50,42
341,170,179,135,30,45,57,43
328,181,199,136,42,27,46,41
335,179,175,140,37,43,55,36
336,176,181,139,39,33,60,36
345,180,158,132,54,45,56,30
342,172,179,143,24,43,59,38
328,188,173,136,50,35,47,43
307,165,194,135,51,43,69,36
320,179,180,146,43,43,38,51
326,159,183,153,33,50,58,38
348,190,173,145,34,27,45,38
363,171,175,129,44,27,49,42
312,175,189,140,57,32,62,33
328,155,189,152,35,37,68,36
355,157,179,139,46,38,44,42
325,163,201,131,49,31,60,40
317,177,193,129,43,45,58,38
343,194,158,133,39,34,61,38
303,189,189,156,37,32,53,41
356,170,159,135,32,42,67,39
336,165,187,127,44,35,57,49
330,163,183,130,54,45,63,32
325,162,182,149,45,35,66,36
324,185,201,133,43,24,60,30
326,183,179,141,27,45,60,39
357,168,192,135,40,30,40,38
306,199,193,136,48,34,49,35
351,194,154,134,47,33,51,36
319,202,176,133,46,41,49,34
322,184,171,143,51,41,54,34
334,176,180,147,41,32,60,30
322,190,186,137,38,44,49,34
325,175,189,134,48,30,62,37
329,186,181,134,40,38,59,33
321,159,182,158,37,39,67,37
329,176,182,140,39,39,52,43
340,168,180,153,48,25,45,41
335,168,182,137,48,24,57,49
350,178,171,136,31,36,55,43
333,177,178,135,44,35,63,35
318,196,175,134,40,41,56,40
326,169,208,145,40,26,53,33
325,170,197,160,40,28,50,30
339,182,167,146,37,36,52,41
338,188,177,130,44,35,56,32
314,178,159,179,38,33,58,41
308,190,178,148,43,42,58,33
338,196,188,123,38,37,50,30
314,185,208,141,34,38,45,35
339,178,178,132,38,55,44,36
341,165,172,147,29,50,51,45
342,185,164,144,39,40,48,38
333,167,185,134,56,30,53,42
342,164,174,142,37,38,62,41
332,170,178,152,45,25,65,33
362,157,169,150,32,36,59,35
316,182,183,145,34,44,62,34
332,154,173,157,39,46,61,38
326,177,173,151,43,43,53,34
318,171,184,147,45,46,49,40
323,186,190,151,41,21,47,41
347,180,178,144,35,30,49,37
341,158,177,143,40,39,67,35
328,172,175,148,42,42,53,40
325,168,170,150,41,42,57,47
299,212,194,118,41,42,53,41
349,182,172,137,43,30,51,36
322,178,175,140,53,34,65,33
349,179,169,134,42,39,48,40
315,187,169,152,45,36,59,37
316,170,181,145,50,36,61,41
341,172,167,155,45,38,55,27
358,188,154,139,43,35,59,24
325,176,170,156,41,41,57,34
315,157,209,138,43,43,64,31
336,169,197,135,34,37,53,39
306,193,189,139,47,38,58,30
345,173,189,132,43,37,44,37
316,177,181,141,54,41,52,38
336,173,170,153,44,40,64,20
308,166,171,165,50,41,63,36
304,199,166,145,45,47,53,41
351,151,188,129,46,38,60,37
311,179,191,129,50,50,55,35
328,172,172,148,38,54,47,41
299,172,191,143,40,43,75,37
340,178,171,138,43,29,65,36
324,194,160,130,51,38,62,41
321,186,181,126,41,35,68,42
316,186,174,145,46,39,51,43
344,189,180,110,42,43,49,43
308,170,202,140,40,28,65,47
330,173,185,144,42,31,63,32
319,189,191,156,35,40,49,21
336,207,171,117,42,33,51,43
337,170,181,143,36,37,63,33
308,172,192,132,43,43,65,45
350,181,155,136,39,37,55,47
345,179,168,136,49,32,50,41
318,172,185,152,37,37,61,38
321,184,167,144,38,38,62,46
332,173,185,137,48,37,52,36
344,168,187,120,44,37,63,37
323,185,164,141,53,36,50,48
336,197,178,132,41,28,54,34
332,174,194,121,36,40,60,43
307,199,191,138,45,31,57,32
353,167,173,120,38,32,69,48
333,192,155,136,36,45,57,46
339,176,173,137,47,39,64,25
333,186,183,141,33,33,45,46
326,183,157,141,47,38,67,41
363,175,183,123,40,31,53,32
342,187,153,135,48,49,59,27
327,190,192,132,33,36,59,31
353,174,175,129,31,39,63,36
349,158,178,143,44,33,54,41
320,178,171,138,42,40,73,38
348,163,170,138,44,32,74,31
318,189,175,144,38,36,69,31
320,164,216,157,36,26,43,38
325,188,172,142,36,35,60,42
336,197,177,130,41,34,61,24
337,187,188,136,25,36,46,45
327,172,182,142,41,38,57,41
326,189,188,122,45,40,50,40
325,179,174,142,40,26,68,46
314,196,160,144,51,42,58,35
354,172,175,131,42,30,56,40
327,180,171,135,60,43,53,31
327,183,171,157,43,44,48,27
363,162,155,148,44,38,51,39
346,178,196,122,48,34,45,31
327,193,167,138,38,35,59,43
334,159,180,145,46,50,53,33
334,172,178,135,39,42,66,34
349,167,173,147,41,33,51,39
325,182,176,145,40,38,56,38
321,175,183,144,44,33,67,33
318,182,172,143,40,45,69,31
343,178,156,156,38,38,56,35
337,162,180,161,46,27,61,26
329,172,196,137,35,39,56,36
302,184,184,155,32,51,52,40
344,161,176,137,45,46,54,37
342,168,172,153,39,45,53,28
351,181,140,143,45,34,61,45
341,184,168,143,40,32,49,43
349,175,196,131,36,39,42,32
329,196,160,139,49,42,52,33
335,190,164,136,34,43,63,35
328,202,164,143,39,42,50,32
317,165,182,157,57,32,55,35
333,174,173,141,40,36,65,38
336,172,169,140,41,35,61,46
324,178,174,137,45,41,63,38
331,187,182,132,40,34,49,45
319,182,177,140,41,39,58,44
342,170,160,147,38,36,66,41
329,172,184,145,33,30,67,40
310,184,194,138,40,44,48,42
337,175,179,153,35,45,50,26
311,178,177,139,44,36,69,46
321,144,227,138,53,34,59,24
320,178,178,147,47,45,54,31
332,156,188,161,33,33,56,41
297,200,166,150,47,45,62,33
309,178,171,165,47,33,57,40
350,178,162,146,40,35,57,32
323,188,186,128,42,42,50,41
329,178,170,147,41,32,75,28
322,177,176,142,31,45,65,42
333,169,155,172,42,29,63,37
334,176,177,144,34,38,62,35
308,200,180,153,35,36,45,43
326,191,179,142,44,26,63,29
310,178,202,150,33,47,54,26
308,184,194,134,43,29,68,40
343,173,203,130,41,35,42,33
325,171,188,138,38,45,52,43
328,171,180,136,44,45,60,36
342,167,174,131,49,33,64,40
352,153,159,146,35,44,69,42
349,180,169,133,40,37,56,36
327,169,179,146,45,45,52,37
332,198,165,124,39,42,59,41
322,190,174,146,40,41,52,35
329,177,180,137,40,44,54,39
334,177,192,152,35,36,44,30
343,178,182,124,42,32,56,43
330,166,187,150,44,39,50,34
313,189,170,171,36,29,53,39
330,191,181,135,33,42,53,35
312,200,160,148,41,36,64,39
336,176,172,123,46,49,60,38
301,179,190,148,46,39,51,46
323,184,173,146,43,28,55,48
339,190,186,135,27,39,47,37
341,194,156,133,40,38,66,32
306,176,190,143,40,40,65,40
305,170,185,153,58,49,50,30
336,157,196,152,31,41,44,43
352,170,172,138,50,38,51,29
341,178,180,143,40,36,47,35
336,168,176,138,36,42,65,39
332,177,185,132,38,38,48,50
320,183,173,142,44,31,65,42
340,176,173,140,41,37,55,38
322,182,182,147,33,50,50,34
337,172,179,155,40,29,53,35
356,155,186,150,36,37,46,34
342,184,174,135,35,38,54,38
330,176,182,133,41,43,58,37
335,181,182,139,38,37,51,37
331,213,167,122,43,33,55,36
325,183,162,158,42,39,52,39
327,188,185,127,33,36,58,46
336,160,180,162,48,28,48,38
339,173,180,135,35,37,62,39
334,179,168,147,32,37,67,36
318,182,192,134,45,31,62,36
325,175,176,139,42,42,57,44
325,183,176,142,45,35,57,37
328,172,179,157,34,34,52,44
323,191,181,131,42,39,60,33
303,180,184,150,42,47,62,32
336,179,170,135,49,38,60,33
369,179,183,120,36,27,46,40
345,161,170,147,46,45,57,29
341,185,186,128,36,37,54,33
339,164,189,131,44,39,55,39
332,183,179,135,36,38,68,29
346,177,175,125,39,39,62,37
313,162,185,153,45,48,58,36
304,197,177,144,48,44,48,38
328,163,199,141,36,34,62,37
344,155,184,151,43,35,54,34
332,184,175,145,43,35,59,27
320,174,170,147,43,41,63,42
378,155,152,148,39,27,66,35
345,199,171,125,41,29,56,34
321,178,169,158,38,39,63,34
345,174,171,144,44,35,47,40
336,172,175,145,39,37,60,36
308,193,176,151,44,47,40,41
312,192,191,147,35,33,51,39
322,169,194,134,26,50,63,42
307,183,192,158,30,32,58,40
346,168,192,139,43,30,45,37
325,193,154,150,32,43,65,38
307,178,194,143,40,43,60,35
327,180,172,152,30,41,76,22
343,184,186,135,41,33,46,32
304,208,171,139,51,32,57,38
370,154,173,139,38,33,49,44
339,174,178,144,48,34,40,43
303,191,190,135,47,46,54,34
349,167,174,150,37,37,49,37
342,184,167,146,32,36,52,41
340,164,196,137,46,28,47,42
362,170,163,132,40,35,52,46
327,179,188,139,38,45,61,23
308,181,185,142,57,33,55,39
313,190,179,139,48,31,62,38
317,172,185,138,49,35,62,42
351,178,164,122,38,46,61,40
345,174,164,133,38,46,56,44
311,172,206,152,32,36,53,38
324,176,187,140,45,33,54,41
313,198,185,126,39,37,55,47
318,192,180,141,47,36,57,29
330,171,197,150,29,31,54,38
355,185,178,128,42,36,46,30
324,182,171,142,43,43,61,34
328,177,175,129,40,39,63,49
324,192,191,123,41,30,64,35
341,183,154,135,39,46,63,39
328,179,182,151,41,34,52,33
325,191,183,159,36,25,48,33
347,172,178,130,42,37,53,41
321,172,198,133,44,38,60,34
315,169,187,150,50,36,59,34
326,162,173,153,52,38,55,41
337,172,170,147,46,36,60,32
358,188,172,129,45,30,51,27
317,176,173,147,51,34,63,39
337,173,146,154,39,46,61,44
356,179,169,138,36,26,55,41
315,179,177,152,38,39,54,46
313,195,179,134,47,32,51,49
325,173,183,137,43,32,58,49
304,171,201,140,37,44,68,35
334,198,167,143,38,44,38,38
343,178,164,136,41,33,57,48
351,182,171,147,45,29,43,32
336,176,158,141,46,40,61,42
317,183,180,143,40,28,69,40
336,174,177,142,43,44,48,36
302,194,164,150,42,33,72,43
336,194,175,139,39,24,54,39
333,174,176,138,40,39,66,34
309,182,165,167,36,34,72,35
329,166,180,155,43,35,49,43
331,167,190,153,35,29,52,43
340,179,154,164,38,35,54,36
333,171,187,133,39,37,57,43
335,196,194,126,36,34,40,39
326,159,190,149,48,33,54,41
303,180,193,156,35,39,63,31
340,177,170,155,39,35,53,31
328,187,155,144,53,48,54,31
338,157,173,145,37,40,74,36
326,194,180,132,34,35,62,37
340,174,172,148,29,37,56,44
315,185,189,129,43,47,50,42
342,175,163,130,41,39,68,42
336,183,184,129,35,33,55,45
306,191,188,140,42,43,44,46
342,178,188,120,42,38,59,33
316,189,175,140,39,29,65,47
315,182,202,143,37,37,50,34
295,190,196,145,39,39,54,42
345,184,181,145,35,26,52,32
326,150,181,161,42,39,54,47
334,184,175,146,55,40,42,24
334,182,189,139,35,36,56,29
334,166,187,160,44,25,47,37
310,180,183,130,37,44,73,43
347,185,160,140,46,22,55,45
336,175,177,144,43,33,52,40
336,158,169,147,47,40,62,41
328,178,182,127,36,46,65,38
332,167,173,140,49,35,67,37
303,198,169,162,43,34,55,36
337,181,159,149,37,34,65,38
347,170,159,133,45,38,72,36
351,164,159,147,38,38,64,39
329,184,186,138,45,27,51,40
306,182,160,159,47,38,61,47
333,187,160,134,48,42,59,37
317,172,192,139,43,28,66,43
325,177,164,146,35,36,72,45
335,171,164,157,44,34,57,38
349,168,169,138,49,37,50,40
316,181,171,178,50,33,37,34
326,177,159,129,59,50,61,39
327,171,181,142,45,35,61,38
339,161,196,139,37,38,51,39
330,189,196,129,40,30,56,30
335,190,176,149,37,33,49,31
320,186,198,136,39,38,55,28
307,186,178,148,38,38,67,38
331,192,167,139,41,30,58,42
332,178,168,149,29,39,66,39
305,182,181,146,46,40,61,39
332,184,184,145,43,24,52,36
330,188,192,142,36,36,52,24
306,189,169,146,45,49,58,38
304,170,197,144,55,36,51,43
313,179,179,148,44,42,53,42
331,174,191,142,32,31,56,43
300,194,181,152,39,44,51,39
323,164,193,154,39,36,60,31
334,160,183,145,36,43,60,39
345,172,159,153,49,32,56,34
331,175,166,150,39,41,63,35
331,171,182,132,48,49,55,32
322,202,171,119,43,30,65,48
342,188,166,157,31,34,44,38
321,196,171,137,43,39,60,33
332,162,175,152,32,34,68,45
355,180,166,136,40,30,53,40
317,188,170,137,43,49,54,42
323,193,176,132,50,36,48,42
328,175,172,145,47,45,53,35
338,168,163,140,42,47,69,33
330,170,200,137,37,33,52,41
328,217,167,133,30,30,64,31
322,162,171,165,35,40,61,44
319,176,181,144,49,41,54,36
332,154,206,144,43,41,41,39
324,183,179,143,47,35,61,28
331,163,179,141,41,45,65,35
315,183,172,146,38,41,63,42
352,192,176,123,41,27,56,33
340,176,196,122,40,37,52,37
331,180,177,136,31,41,66,38
336,169,182,138,35,40,60,40
327,187,192,124,49,26,50,45
312,170,196,153,39,36,54,40
324,193,179,127,41,41,53,42
334,185,170,140,40,36,64,31
343,181,172,129,45,39,55,36
325,177,188,128,41,49,58,34
351,161,175,132,49,31,62,39
320,200,162,144,50,39,54,31
348,180,175,136,44,31,53,33
331,168,189,142,37,45,50,38
341,178,165,141,37,39,60,39
325,203,170,133,42,37,54,36
315,183,173,152,60,24,55,38
346,173,167,126,40,47,53,48
329,182,167,143,44,45,49,41
308,183,179,141,44,43,56,46
368,150,165,150,43,39,55,30
353,173,169,152,29,33,50,41
333,156,184,158,41,36,55,37
335,182,172,146,42,29,50,44
329,178,175,148,38,36,52,44
306,189,190,147,42,21,63,42
318,174,185,141,38,39,71,34
336,177,179,148,38,28,53,41
375,169,163,127,51,34,51,30
316,182,171,158,41,37,61,34
323,176,152,166,34,42,68,39
329,176,172,137,51,39,63,33
360,154,191,128,35,46,49,37
304,199,185,143,31,44,62,32
340,177,160,148,42,34,64,35
343,158,181,158,39,31,55,35
294,177,203,151,44,44,47,40
336,163,184,144,50,41,50,32
328,187,176,132,49,38,48,42
330,184,182,122,38,29,65,50
307,171,177,154,47,36,76,32
338,183,167,129,42,52,52,37
352,163,134,153,49,54,60,35
344,172,189,136,29,41,55,34
310,185,192,143,35,40,54,41
319,181,187,136,37,42,65,33
317,178,176,138,48,35,61,47
353,171,187,126,33,35,54,41
329,186,178,137,51,29,64,26
349,172,154,156,44,31,59,35
321,188,193,134,41,41,54,28
321,186,167,146,34,31,70,45
342,179,167,145,42,32,55,38
332,187,165,145,39,39,56,37
328,181,177,153,37,29,55,40
336,201,155,135,38,37,64,34
335,186,174,133,34,43,59,36
336,166,174,148,50,32,54,40
342,186,169,136,46,35,57,29
328,206,183,120,39,35,58,31
330,165,181,124,44,45,73,38
354,173,149,148,41,34,57,44
360,148,179,135,41,39,56,42
318,188,167,151,44,37,58,37
323,197,182,141,29,37,55,36
333,180,172,128,36,44,69,38
330,182,182,126,49,38,60,33
299,190,196,136,41,34,61,43
358,168,179,136,36,36,57,30
341,178,161,132,36,47,60,45
339,189,167,131,30,40,52,52
326,194,144,152,34,39,65,46
360,169,174,119,44,47,48,39
349,178,157,148,39,38,63,28
336,195,162,135,29,39,55,49
321,193,164,150,46,30,58,38
349,178,173,125,40,33,65,37
326,171,160,147,44,35,69,48
336,189,173,130,38,42,58,34
358,156,183,123,42,57,41,40
371,177,174,131,37,25,51,34
338,177,181,125,38,37,58,46
351,170,168,148,39,33,61,30
324,174,206,140,36,37,51,32
301,182,171,165,40,38,66,37
332,178,180,133,33,42,65,37
346,167,174,154,36,36,52,35
330,166,181,146,42,38,57,40
335,155,189,141,42,42,55,41
297,187,190,128,43,50,68,37
333,189,167,147,41,33,62,28
342,171,184,135,29,35,60,44
329,175,172,135,45,41,54,49
317,191,169,153,42,33,53,42
325,184,186,144,34,35,56,36
325,176,171,148,46,34,66,34
362,179,178,136,31,24,57,33
312,175,191,144,46,30,52,50
329,175,176,152,43,38,54,33
344,172,195,123,34,36,53,43
322,184,178,150,39,35,67,25
350,171,184,140,34,37,47,37
307,199,178,139,42,39,58,38
340,180,179,136,33,36,57,39
339,198,172,123,39,35,61,33
310,179,143,166,50,42,73,37
350,172,165,146,43,36,53,35
342,169,164,143,39,36,58,49
344,163,190,137,38,40,49,39
330,198,178,116,42,44,57,35
334,163,185,148,40,38,61,31
336,170,187,141,32,35,64,35
312,205,171,134,41,37,53,47
343,186,175,139,35,35,54,33
324,195,181,135,41,38,58,28
337,197,180,137,31,37,55,26
338,174,173,134,45,37,60,39
340,178,161,137,35,43,61,45
327,153,177,155,54,39,62,33
316,183,161,155,46,37,58,44
341,180,182,122,48,38,56,33
339,174,166,140,50,32,54,45
316,165,189,146,40,48,60,36
335,175,176,119,42,32,70,51
338,184,165,146,36,34,51,46
309,190,193,144,36,31,53,44
322,193,165,157,42,42,56,23
316,211,151,136,32,30,79,45
330,178,183,149,43,34,50,33
341,168,168,137,47,34,67,38
327,178,173,121,58,35,71,37
337,168,165,149,42,37,67,35
330,187,165,143,42,35,57,41
326,164,187,130,49,42,53,49
316,201,170,140,40,37,47,49
321,184,173,141,47,41,58,35
342,172,172,150,43,32,56,33
345,177,165,139,36,37,51,50
323,200,158,151,42,48,45,33
339,188,167,128,37,40,57,44
333,172,174,158,41,28,56,38
328,170,195,137,43,40,54,33
324,185,179,137,44,38,49,44
310,185,171,165,42,35,46,46
334,194,161,143,38,32,53,45
300,174,176,153,56,41,59,41
327,186,180,152,34,36,51,34
334,167,175,147,46,37,59,35
332,189,166,142,35,34,67,35
323,169,184,153,38,34,61,38
347,189,158,141,38,32,52,43
317,175,191,145,46,36,50,40
329,184,176,138,46,33,56,38
333,171,162,150,45,39,55,45
327,170,163,161,40,43,65,31
321,180,183,143,44,38,62,29
319,172,183,143,43,36,69,35
324,188,172,142,25,38,64,47
299,212,175,139,48,35,59,33
327,177,175,145,45,34,60,37
355,161,184,146,30,41,45,38
323,202,169,138,38,46,47,37
321,175,189,134,52,32,64,33
333,166,188,148,40,34,50,41
355,185,165,135,30,34,59,37
327,150,173,154,38,52,67,39
348,169,170,139,37,31,54,52
354,171,164,150,36,36,47,42
320,193,178,158,34,40,45,32
338,171,177,143,44,38,49,40
343,171,171,140,45,36,60,34
340,176,180,147,34,34,60,29
343,188,152,131,41,37,69,39
319,185,166,158,40,36,61,35
342,193,182,127,33,38,48,37
335,159,195,126,48,35,66,36
301,198,176,140,45,47,63,30
330,188,175,137,37,36,60,37
294,189,178,166,30,52,55,36
301,196,167,146,55,35,70,30
348,160,187,147,41,23,50,44
329,174,183,149,47,27,52,39
326,171,167,152,40,35,71,38
340,186,168,144,30,40,51,41
331,188,158,134,49,35,72,33
336,177,176,149,38,39,49,36
339,179,182,146,41,31,49,33
357,180,173,119,36,37,59,39
324,174,195,131,35,40,60,41
292,193,182,149,35,46,62,41
329,154,192,145,43,39,57,41
340,185,174,125,50,31,51,44
324,183,158,139,44,40,65,47
349,169,183,133,45,29,55,37
319,183,187,136,36,43,61,35
365,159,165,141,29,46,50,45
318,171,190,134,36,48,52,51
345,195,171,131,36,37,46,39
353,173,181,122,46,30,50,45
318,179,182,151,38,39,59,34
